index,time
3292,2020-07-24 18:28:49.108
3293,2020-07-24 18:28:51.997
3294,2020-07-24 18:29:02.919
3295,2020-07-24 18:29:34.386
3296,2020-07-24 18:29:49.995
3297,2020-07-24 18:29:53.835
3298,2020-07-24 18:30:09.245
3299,2020-07-24 18:30:36.835
3300,2020-07-24 18:30:41.764
3301,2020-07-24 18:31:08.536
3302,2020-07-24 18:31:25.653
3303,2020-07-24 18:31:42.586
3304,2020-07-24 18:31:42.595
3305,2020-07-24 18:31:48.699
3306,2020-07-24 18:32:00.053
3307,2020-07-24 18:32:07.685
3308,2020-07-24 18:32:33.100
3309,2020-07-24 18:33:07.156
3310,2020-07-24 18:33:20.511
3311,2020-07-24 18:33:26.856
3312,2020-07-24 18:33:39.081
3313,2020-07-24 18:33:56.554
3314,2020-07-24 18:34:31.946
3315,2020-07-24 18:34:32.979
3316,2020-07-24 18:34:36.701
3317,2020-07-24 18:34:49.840
3318,2020-07-24 18:34:58.132
3319,2020-07-24 18:35:01.016
3320,2020-07-24 18:35:05.347
3321,2020-07-24 18:35:41.283
3322,2020-07-24 18:36:42.547
3323,2020-07-24 18:36:45.069
3324,2020-07-24 18:37:13.008
3325,2020-07-24 18:37:33.020
3326,2020-07-24 18:37:47.149
3327,2020-07-24 18:37:52.443
3328,2020-07-24 18:38:16.095
3329,2020-07-24 18:38:44.983
3330,2020-07-24 18:38:47.196
3331,2020-07-24 18:39:20.251
3332,2020-07-24 18:39:26.917
3333,2020-07-24 18:39:44.253
3334,2020-07-24 18:39:45.016
3335,2020-07-24 18:40:24.343
3336,2020-07-24 18:40:34.048
3337,2020-07-24 18:40:50.635
3338,2020-07-24 18:41:02.599
3339,2020-07-24 18:41:16.533
3340,2020-07-24 18:41:17.556
3341,2020-07-24 18:41:24.088
3342,2020-07-24 18:41:36.882
3343,2020-07-24 18:41:42.306
3344,2020-07-24 18:41:50.318
3345,2020-07-24 18:42:15.739
3346,2020-07-24 18:42:45.523
3347,2020-07-24 18:43:00.152
3348,2020-07-24 18:43:55.846
3349,2020-07-24 18:44:20.077
3350,2020-07-24 18:44:49.898
3351,2020-07-24 18:45:05.327
3352,2020-07-24 18:45:17.551
3353,2020-07-24 18:45:30.815
3354,2020-07-24 18:46:41.356
3355,2020-07-24 18:46:48.421
3356,2020-07-24 18:46:49.651
3357,2020-07-24 18:47:40.366
3358,2020-07-24 18:47:56.507
3359,2020-07-24 18:48:32.410
3360,2020-07-24 18:48:52.846
3361,2020-07-24 18:49:07.360
3362,2020-07-24 18:49:14.464
3363,2020-07-24 18:49:52.061
3364,2020-07-24 18:50:00.310
3365,2020-07-24 18:50:06.104
3366,2020-07-24 18:52:01.710
3367,2020-07-24 18:52:16.015
3368,2020-07-24 18:52:25.344
3369,2020-07-24 18:53:06.149
3370,2020-07-24 18:53:20.613
3371,2020-07-24 18:53:28.982
3372,2020-07-24 18:54:02.693
3373,2020-07-24 18:54:04.237
3374,2020-07-24 18:54:22.103
3375,2020-07-24 18:54:28.654
3376,2020-07-24 18:54:34.835
3377,2020-07-24 18:54:47.420
3378,2020-07-24 18:55:00.356
3379,2020-07-24 18:55:31.329
3380,2020-07-24 18:56:01.243
3381,2020-07-24 18:56:11.633
3382,2020-07-24 18:56:26.869
3383,2020-07-24 18:56:45.258
3384,2020-07-24 18:57:00.664
3385,2020-07-24 18:57:19.248
3386,2020-07-24 18:57:20.553
3387,2020-07-24 18:57:34.581
3388,2020-07-24 18:57:44.072
3389,2020-07-24 18:57:52.837
3390,2020-07-24 18:58:00.082
3391,2020-07-24 18:58:19.976
